HCPC,SEQNUM,RECID,LONG_DESCRIPTION,SHORT_DESCRIPTION,,,,,
   TQ,10,7,Basic life support transport by a volunteer ambulance provider,Bls by volunteer amb providr,,,,,
   TR,10,7,School-based individualized education program (iep) services provided outside the public school district responsible for the student,School-based iep out of dist,,,,,
   TS,10,7,Follow-up service,Follow-up service,,,,,
   TT,10,7,Individualized service provided to more than one patient in same setting,Additional patient,,,,,
   TU,10,7,"Special payment rate, overtime",Overtime payment rate,,,,,
   TV,10,7,"Special payment rates, holidays/weekends",Holiday/weekend payment rate,,,,,
   TW,10,7,Back-up equipment,Back-up equipment,,,,,
   U1,10,7,"Medicaid level of care 1, as defined by each state",M/caid care lev 1 state def,,,,,
   U2,10,7,"Medicaid level of care 2, as defined by each state",M/caid care lev 2 state def,,,,,
   U3,10,7,"Medicaid level of care 3, as defined by each state",M/caid care lev 3 state def,,,,,
   U4,10,7,"Medicaid level of care 4, as defined by each state",M/caid care lev 4 state def,,,,,
   U5,10,7,"Medicaid level of care 5, as defined by each state",M/caid care lev 5 state def,,,,,
   U6,10,7,"Medicaid level of care 6, as defined by each state",M/caid care lev 6 state def,,,,,
   U7,10,7,"Medicaid level of care 7, as defined by each state",M/caid care lev 7 state def,,,,,
   U8,10,7,"Medicaid level of care 8, as defined by each state",M/caid care lev 8 state def,,,,,
   U9,10,7,"Medicaid level of care 9, as defined by each state",M/caid care lev 9 state def,,,,,
   UA,10,7,"Medicaid level of care 10, as defined by each state",M/caid care lev 10 state def,,,,,
   UB,10,7,"Medicaid level of care 11, as defined by each state",M/caid care lev 11 state def,,,,,
   UC,10,7,"Medicaid level of care 12, as defined by each state",M/caid care lev 12 state def,,,,,
   UD,10,7,"Medicaid level of care 13, as defined by each state",M/caid care lev 13 state def,,,,,
   UE,10,7,Used durable medical equipment,Used durable med equipment,,,,,
   UF,10,7,Services provided in the morning,"Services provided, morning",,,,,
   UG,10,7,Services provided in the afternoon,"Services provided, afternoon",,,,,
   UH,10,7,Services provided in the evening,"Services provided, evening",,,,,
   UJ,10,7,Services provided at night,"Services provided, night",,,,,
   UK,10,7,Services provided on behalf of the client to someone other than the client (collateral relationship),Svc on behalf client-collat,,,,,
   UN,10,7,Two patients served,Two patients served,,,,,
   UP,10,7,Three patients served,Three patients served,,,,,
   UQ,10,7,Four patients served,Four patients served,,,,,
   UR,10,7,Five patients served,Five patients served,,,,,
   US,10,7,Six or more patients served,Six or more patients served,,,,,
   V5,10,7,Vascular catheter (alone or with any other vascular access),Vascular catheter,,,,,
   V6,10,7,Arteriovenous graft (or other vascular access not including a vascular catheter),Arteriovenous graft,,,,,
   V7,10,7,Arteriovenous fistula only (in use with two needles),Arteriovenous fistula,,,,,
   V8,10,7,Infection present,Infection present,,,,,
   V9,10,7,No infection present,No infection present,,,,,
   VP,10,7,Aphakic patient,Aphakic patient,,,,,
   XE,10,7,"Separate encounter, a service that is distinct because it occurred during a separate encounter",Separate encounter,,,,,
   XP,10,7,"Separate practitioner, a service that is distinct because it was performed by a different practitioner",Separate practitioner,,,,,
   XS,10,7,"Separate structure, a service that is distinct because it was performed on a separate organ/structure",Separate organ/structure,,,,,
   XU,10,7,"Unusual non-overlapping service, the use of a service that is distinct because it does not overlap usual components of the main service",Unusual separate service,,,,,
   ZA,10,7,Novartis/sandoz,Novartis/sandoz,,,,,
A0021,10,3,"Ambulance service, outside state per mile, transport (medicaid only)",Outside state ambulance serv,,,,,
A0080,10,3,"Non-emergency transportation, per mile - vehicle provided by volunteer (individual or organization), with no vested interest",Noninterest escort in non er,,,,,
A0090,10,3,"Non-emergency transportation, per mile - vehicle provided by individual (family member, self, neighbor) with vested interest",Interest escort in non er,,,,,
A0100,10,3,Non-emergency transportation, taxi,Nonemergency transport taxi,,,,
A0110,10,3,"Non-emergency transportation and bus, intra or inter state carrier",Nonemergency transport bus,,,,,
A0120,10,3,"Non-emergency transportation: mini-bus, mountain area transports, or other transportation systems",Noner transport mini-bus,,,,,
A0130,10,3,Non-emergency transportation: wheelchair van,Noner transport wheelch van,,,,,
A0140,10,3,Non-emergency transportation and air travel (private or commercial) intra or inter state,Nonemergency transport air,,,,,
A0160,10,3,Non-emergency transportation: per mile - case worker or social worker,Noner transport case worker,,,,,
A0170,10,3,"Transportation ancillary: parking fees, tolls, other",Transport parking fees/tolls,,,,,
A0180,10,3,Non-emergency transportation: ancillary: lodging-recipient,Noner transport lodgng recip,,,,,
A0190,10,3,Non-emergency transportation: ancillary: meals-recipient,Noner transport meals recip,,,,,
A0200,10,3,Non-emergency transportation: ancillary: lodging escort,Noner transport lodgng escrt,,,,,
A0210,10,3,Non-emergency transportation: ancillary: meals-escort,Noner transport meals escort,,,,,
A0225,10,3,"Ambulance service, neonatal transport, base rate, emergency transport, one way",Neonatal emergency transport,,,,,
A0380,10,3,Bls mileage (per mile),Basic life support mileage,,,,,
A0382,10,3,Bls routine disposable supplies,Basic support routine suppls,,,,,
A0384,10,3,Bls specialized service disposable supplies, defibrillation (used by als ambulances and bls ambulances in jurisdictions where defibrillation is permitted in bls ambulances),Bls defibrillation supplies,,,,
A0390,10,3,Als mileage (per mile),Advanced life support mileag,,,,,
A0392,10,3,Als specialized service disposable supplies, defibrillation (to be used only in jurisdictions where defibrillation cannot be performed in bls ambulances),Als defibrillation supplies,,,,
A0394,10,3,Als specialized service disposable supplies, iv drug therapy,Als iv drug therapy supplies,,,,
A0396,10,3,Als specialized service disposable supplies, esophageal intubation,Als esophageal intub suppls,,,,
A0398,10,3,Als routine disposable supplies,Als routine disposble suppls,,,,,
A0420,10,3,"Ambulance waiting time (als or bls), one half (1/2) hour increments",Ambulance waiting 1/2 hr,,,,,
A0422,10,3,"Ambulance (als or bls) oxygen and oxygen supplies, life sustaining situation",Ambulance 02 life sustaining,,,,,
A0424,10,3,"Extra ambulance attendant, ground (als or bls) or air (fixed or rotary winged); (requires medical review)",Extra ambulance attendant,,,,,
A0425,10,3,"Ground mileage, per statute mile",Ground mileage,,,,,
A0426,10,3,"Ambulance service, advanced life support, non-emergency transport, level 1 (als 1)",Als 1,,,,,
A0427,10,3,"Ambulance service, advanced life support, emergency transport, level 1 (als 1 - emergency)",Als1-emergency,,,,,
A0428,10,3,"Ambulance service, basic life support, non-emergency transport, (bls)",Bls,,,,,
A0429,10,3,"Ambulance service, basic life support, emergency transport (bls-emergency)",Bls-emergency,,,,,
A0430,10,3,"Ambulance service, conventional air services, transport, one way (fixed wing)",Fixed wing air transport,,,,,
A0431,10,3,"Ambulance service, conventional air services, transport, one way (rotary wing)",Rotary wing air transport,,,,,
A0432,10,3,"Paramedic intercept (pi), rural area, transport furnished by a volunteer ambulance company which is prohibited by state law from billing third party payers",Pi volunteer ambulance co,,,,,
A0433,10,3,"Advanced life support, level 2 (als 2)",Als 2,,,,,
A0434,10,3,Specialty care transport (sct),Specialty care transport,,,,,
A0435,10,3,"Fixed wing air mileage, per statute mile",Fixed wing air mileage,,,,,
A0436,10,3,"Rotary wing air mileage, per statute mile",Rotary wing air mileage,,,,,
A0888,10,3,"Noncovered ambulance mileage, per mile (e.g., for miles traveled beyond closest appropriate facility)",Noncovered ambulance mileage,,,,,
A0998,10,3,"Ambulance response and treatment, no transport",Ambulance response/treatment,,,,,
A0999,10,3,Unlisted ambulance service,Unlisted ambulance service,,,,,
A4206,10,3,"Syringe with needle, sterile, 1 cc or less, each",1 cc sterile syringe&needle,,,,,
A4207,10,3,"Syringe with needle, sterile 2 cc, each",2 cc sterile syringe&needle,,,,,
A4208,10,3,"Syringe with needle, sterile 3 cc, each",3 cc sterile syringe&needle,,,,,
A4209,10,3,"Syringe with needle, sterile 5 cc or greater, each",5+ cc sterile syringe&needle,,,,,
A4210,10,3,"Needle-free injection device, each",Nonneedle injection device,,,,,
A4211,10,3,Supplies for self-administered injections,Supp for self-adm injections,,,,,
A4212,10,3,Non-coring needle or stylet with or without catheter,Non coring needle or stylet,,,,,
A4213,10,3,"Syringe, sterile, 20 cc or greater, each",20+ cc syringe only,,,,,
A4215,10,3,"Needle, sterile, any size, each",Sterile needle,,,,,
A4216,10,3,"Sterile water, saline and/or dextrose, diluent/flush, 10 ml","Sterile water/saline, 10 ml",,,,,
A4217,10,3,"Sterile water/saline, 500 ml","Sterile water/saline, 500 ml",,,,,
A4218,10,3,"Sterile saline or water, metered dose dispenser, 10 ml",Sterile saline or water,,,,,
A4220,10,3,Refill kit for implantable infusion pump,Infusion pump refill kit,,,,,
A4221,10,3,"Supplies for maintenance of drug infusion catheter, per week (list drug separately)",Maint drug infus cath per wk,,,,,
A4222,10,3,"Infusion supplies for external drug infusion pump, per cassette or bag (list drugs separately)",Infusion supplies with pump,,,,,
A4223,10,3,"Infusion supplies not used with external infusion pump, per cassette or bag (list drugs separately)",Infusion supplies w/o pump,,,,,
A4230,10,3,"Infusion set for external insulin pump, non needle cannula type",Infus insulin pump non needl,,,,,
A4231,10,3,"Infusion set for external insulin pump, needle type",Infusion insulin pump needle,,,,,
A4232,10,3,"Syringe with needle for external insulin pump, sterile, 3 cc",Syringe w/needle insulin 3cc,,,,,
A4233,10,3,"Replacement battery, alkaline (other than j cell), for use with medically necessary home blood glucose monitor owned by patient, each",Alkalin batt for glucose mon,,,,,
A4234,10,3,"Replacement battery, alkaline, j cell, for use with medically necessary home blood glucose monitor owned by patient, each",J-cell batt for glucose mon,,,,,
A4235,10,3,"Replacement battery, lithium, for use with medically necessary home blood glucose monitor owned by patient, each",Lithium batt for glucose mon,,,,,
A4236,10,3,"Replacement battery, silver oxide, for use with medically necessary home blood glucose monitor owned by patient, each",Silvr oxide batt glucose mon,,,,,
A4244,10,3,"Alcohol or peroxide, per pint",Alcohol or peroxide per pint,,,,,
A4245,10,3,"Alcohol wipes, per box",Alcohol wipes per box,,,,,
A4246,10,3,"Betadine or phisohex solution, per pint",Betadine/phisohex solution,,,,,
A4247,10,3,"Betadine or iodine swabs/wipes, per box",Betadine/iodine swabs/wipes,,,,,
A4248,10,3,"Chlorhexidine containing antiseptic, 1 ml",Chlorhexidine antisept,,,,,
A4250,10,3,Urine test or reagent strips or tablets (100 tablets or strips),Urine reagent strips/tablets,,,,,
A4252,10,3,"Blood ketone test or reagent strip, each",Blood ketone test or strip,,,,,
A4253,10,3,"Blood glucose test or reagent strips for home blood glucose monitor, per 50 strips",Blood glucose/reagent strips,,,,,
A4255,10,3,"Platforms for home blood glucose monitor, 50 per box",Glucose monitor platforms,,,,,
A4256,10,3,"Normal, low and high calibrator solution / chips",Calibrator solution/chips,,,,,
A4257,10,3,"Replacement lens shield cartridge for use with laser skin piercing device, each",Replace lensshield cartridge,,,,,
A4258,10,3,"Spring-powered device for lancet, each",Lancet device each,,,,,
A4259,10,3,"Lancets, per box of 100",Lancets per box,,,,,
A4261,10,3,Cervical cap for contraceptive use,Cervical cap contraceptive,,,,,
A4262,10,3,"Temporary, absorbable lacrimal duct implant, each",Temporary tear duct plug,,,,,
A4263,10,3,"Permanent, long term, non-dissolvable lacrimal duct implant, each",Permanent tear duct plug,,,,,
